Test,Observation_Date,GPS_Week,GPS_DOW,DOY,Product_Center,Product_Class,Exact_Filename,Full_Path,File_Size_bytes,Filename_Date,Coverage_Start,Coverage_End,File_Exists,Used_in_Run,Run_Reference_N,Provenance_Source,Date_Match,Status,Supplement_Record_Type,Navigation source,Exact filename,Observation date,GPS week,GPS DOW
Test-1,2023-06-05,2265.0,1.0,156,GFZ,BIA,GFZ0MGXRAP_20231560000_01D_01D_OSB.BIA,C:\IEEE\IGS_Products\gfz\bia\GFZ0MGXRAP_20231560000_01D_01D_OSB.BIA,42108.0,2023-06-05 00:00:00,,,True,True,89.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-2,2023-06-05,2265.0,1.0,156,GFZ,BIA,GFZ0MGXRAP_20231560000_01D_01D_OSB.BIA,C:\IEEE\IGS_Products\gfz\bia\GFZ0MGXRAP_20231560000_01D_01D_OSB.BIA,42108.0,2023-06-05 00:00:00,,,True,True,89.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-3,2023-06-05,2265.0,1.0,156,GFZ,BIA,GFZ0MGXRAP_20231560000_01D_01D_OSB.BIA,C:\IEEE\IGS_Products\gfz\bia\GFZ0MGXRAP_20231560000_01D_01D_OSB.BIA,42108.0,2023-06-05 00:00:00,,,True,True,89.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-1,2023-06-05,2265.0,1.0,156,GFZ,CLK,GFZ0MGXRAP_20231560000_01D_30S_CLK.CLK,C:\IEEE\IGS_Products\gfz\clk\GFZ0MGXRAP_20231560000_01D_30S_CLK.CLK,25096196.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:59:30,True,True,89.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-2,2023-06-05,2265.0,1.0,156,GFZ,CLK,GFZ0MGXRAP_20231560000_01D_30S_CLK.CLK,C:\IEEE\IGS_Products\gfz\clk\GFZ0MGXRAP_20231560000_01D_30S_CLK.CLK,25096196.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:59:30,True,True,89.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-3,2023-06-05,2265.0,1.0,156,GFZ,CLK,GFZ0MGXRAP_20231560000_01D_30S_CLK.CLK,C:\IEEE\IGS_Products\gfz\clk\GFZ0MGXRAP_20231560000_01D_30S_CLK.CLK,25096196.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:59:30,True,True,89.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-1,2023-06-05,2265.0,1.0,156,GFZ,SP3,GFZ0MGXRAP_20231560000_01D_05M_ORB.SP3,C:\IEEE\IGS_Products\gfz\sp3\GFZ0MGXRAP_20231560000_01D_05M_ORB.SP3,2941637.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:55:00,True,True,89.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-2,2023-06-05,2265.0,1.0,156,GFZ,SP3,GFZ0MGXRAP_20231560000_01D_05M_ORB.SP3,C:\IEEE\IGS_Products\gfz\sp3\GFZ0MGXRAP_20231560000_01D_05M_ORB.SP3,2941637.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:55:00,True,True,89.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-3,2023-06-05,2265.0,1.0,156,GFZ,SP3,GFZ0MGXRAP_20231560000_01D_05M_ORB.SP3,C:\IEEE\IGS_Products\gfz\sp3\GFZ0MGXRAP_20231560000_01D_05M_ORB.SP3,2941637.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:55:00,True,True,89.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-1,2023-06-05,2265.0,1.0,156,GRG,BIA,GRG0MGXFIN_20231560000_01D_01D_OSB.BIA,C:\IEEE\IGS_Products\grg\bia\GRG0MGXFIN_20231560000_01D_01D_OSB.BIA,47455.0,2023-06-05 00:00:00,,,True,True,125.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-2,2023-06-05,2265.0,1.0,156,GRG,BIA,GRG0MGXFIN_20231560000_01D_01D_OSB.BIA,C:\IEEE\IGS_Products\grg\bia\GRG0MGXFIN_20231560000_01D_01D_OSB.BIA,47455.0,2023-06-05 00:00:00,,,True,True,125.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-3,2023-06-05,2265.0,1.0,156,GRG,BIA,GRG0MGXFIN_20231560000_01D_01D_OSB.BIA,C:\IEEE\IGS_Products\grg\bia\GRG0MGXFIN_20231560000_01D_01D_OSB.BIA,47455.0,2023-06-05 00:00:00,,,True,True,125.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-1,2023-06-05,2265.0,1.0,156,GRG,CLK,GRG0MGXFIN_20231560000_01D_30S_CLK.CLK,C:\IEEE\IGS_Products\grg\clk\GRG0MGXFIN_20231560000_01D_30S_CLK.CLK,45886346.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:59:30,True,True,125.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-2,2023-06-05,2265.0,1.0,156,GRG,CLK,GRG0MGXFIN_20231560000_01D_30S_CLK.CLK,C:\IEEE\IGS_Products\grg\clk\GRG0MGXFIN_20231560000_01D_30S_CLK.CLK,45886346.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:59:30,True,True,125.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-3,2023-06-05,2265.0,1.0,156,GRG,CLK,GRG0MGXFIN_20231560000_01D_30S_CLK.CLK,C:\IEEE\IGS_Products\grg\clk\GRG0MGXFIN_20231560000_01D_30S_CLK.CLK,45886346.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:59:30,True,True,125.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-1,2023-06-05,2265.0,1.0,156,GRG,SP3,GRG0MGXFIN_20231560000_01D_05M_ORB.SP3,C:\IEEE\IGS_Products\grg\sp3\GRG0MGXFIN_20231560000_01D_05M_ORB.SP3,1381232.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:55:00,True,True,125.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-2,2023-06-05,2265.0,1.0,156,GRG,SP3,GRG0MGXFIN_20231560000_01D_05M_ORB.SP3,C:\IEEE\IGS_Products\grg\sp3\GRG0MGXFIN_20231560000_01D_05M_ORB.SP3,1381232.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:55:00,True,True,125.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-3,2023-06-05,2265.0,1.0,156,GRG,SP3,GRG0MGXFIN_20231560000_01D_05M_ORB.SP3,C:\IEEE\IGS_Products\grg\sp3\GRG0MGXFIN_20231560000_01D_05M_ORB.SP3,1381232.0,2023-06-05 00:00:00,2023-06-05 00:00:00,2023-06-05 23:55:00,True,True,125.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_FULL_FACTORIAL_V1\FULL_FACTORIAL_RUN_MANIFEST_EXECUTED.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_OEM1_FACTORIAL_RERUN_V1\OEM1_RERUN_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv | C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\PROVENANCE_NORMALIZED_PREFILTER.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_RUN_LEVEL.csv | C:\IEEE\GNSS_ANALYSIS\PRECISE_PRODUCT_PROVENANCE_V1\PRECISE_PRODUCT_PROVENANCE_TABLE.csv,PASS,PASS,PRECISE_PRODUCT,,,,,
Test-1,2023-06-05,2265.0,1.0,156,IGS,ANTEX,igs08.atx,C:\IEEE\IGS_Products\igs08.atx,8725433.0,,,,True,True,12.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv,UNRESOLVED,PASS,PRECISE_PRODUCT,,,,,
Test-2,2023-06-05,2265.0,1.0,156,IGS,ANTEX,igs08.atx,C:\IEEE\IGS_Products\igs08.atx,8725433.0,,,,True,True,12.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv,UNRESOLVED,PASS,PRECISE_PRODUCT,,,,,
Test-3,2023-06-05,2265.0,1.0,156,IGS,ANTEX,igs08.atx,C:\IEEE\IGS_Products\igs08.atx,8725433.0,,,,True,True,12.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv,UNRESOLVED,PASS,PRECISE_PRODUCT,,,,,
Test-1,2023-06-05,2265.0,1.0,156,IGS,ANTEX,igs20_2221.atx,C:\IEEE\IGS_Products\igs20_2221.atx,32181308.0,,,,True,True,24.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv,UNRESOLVED,PASS,PRECISE_PRODUCT,,,,,
Test-2,2023-06-05,2265.0,1.0,156,IGS,ANTEX,igs20_2221.atx,C:\IEEE\IGS_Products\igs20_2221.atx,32181308.0,,,,True,True,24.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv,UNRESOLVED,PASS,PRECISE_PRODUCT,,,,,
Test-3,2023-06-05,2265.0,1.0,156,IGS,ANTEX,igs20_2221.atx,C:\IEEE\IGS_Products\igs20_2221.atx,32181308.0,,,,True,True,24.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv,UNRESOLVED,PASS,PRECISE_PRODUCT,,,,,
Test-1,2023-06-05,2265.0,1.0,156,IGS,ANTEX,igs20_2361.atx,C:\IEEE\IGS_Products\igs20_2361.atx,48646745.0,,,,True,True,60.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv,UNRESOLVED,PASS,PRECISE_PRODUCT,,,,,
Test-2,2023-06-05,2265.0,1.0,156,IGS,ANTEX,igs20_2361.atx,C:\IEEE\IGS_Products\igs20_2361.atx,48646745.0,,,,True,True,60.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv,UNRESOLVED,PASS,PRECISE_PRODUCT,,,,,
Test-3,2023-06-05,2265.0,1.0,156,IGS,ANTEX,igs20_2361.atx,C:\IEEE\IGS_Products\igs20_2361.atx,48646745.0,,,,True,True,60.0,C:\IEEE\GNSS_ANALYSIS\ANTEX_SENSITIVITY_V1\EXPERIMENT_RUN_MANIFEST.csv,UNRESOLVED,PASS,PRECISE_PRODUCT,,,,,
